Merk,Uitvoering,Type,Datum eerste toelating
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,Benzine,20190831.0
OPEL,ZKXZ-40J000,Benzine,20220811.0
VOLKSWAGEN,C0M51AA,Benzine,20220921.0
VOLKSWAGEN,BPE1MH0020O1ANA,Benzine,20211005.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20221130.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20221019.0
OPEL,ZKXZ-40L000,Benzine,20221017.0
BMW,0AW50700,Benzine,20221103.0
BMW,0AC50000,Benzine,20221224.0
BMW,0AW50800,Benzine,20220729.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20220812.0
MERCEDES-BENZ,2EDE0XX6XXXX,Benzine,20201214.0
OPEL,ZKXZ-40C000,Benzine,20220722.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,Benzine,20221118.0
BMW,0AB50000,Benzine,20221122.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20221207.0
BMW,0AW50700,Benzine,20220919.0
BMW,0AW50000,Benzine,20221213.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1M,Benzine,20221228.0
OPEL,ZKXZ-40L000,Benzine,20220801.0
OPEL,ZKXZ-40B000,Benzine,20210106.0
OPEL,ZKXZ-40B000,Benzine,20220722.0
BMW,0AW50700,Benzine,20221217.0
OPEL,ZKXZ-40J000,Benzine,20220813.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20220813.0
OPEL,ZKXZ-N7R00L,Benzine,20201218.0
AUDI,QE1QE1G1Z01RT31B200GAAEM1,Benzine,20230105.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20220121.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20221014.0
VOLKSWAGEN,BPE1MH00201ANA,Benzine,20221222.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,Benzine,20221217.0
AUDI,HE1HE1G1Z01RT021A210GAAEM0,Benzine,20221229.0
OPEL,ZKXZ-X0C000,Benzine,20220820.0
AUDI,QE1QE1G1Z02RT61C220GAAEM1,Benzine,20221103.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20220926.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0M,Benzine,20221014.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20221029.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20221102.0
BMW,0AB50000,Benzine,20230113.0
AUDI,QE1QE1G1Z03RT021A210GAAEM0M,Benzine,20211222.0
OPEL,ZKXZ-40J000,Benzine,20220825.0
MERCEDES-BENZ,ZZAA050B,Benzine,20221129.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20220811.0
BMW,0AW5000S,Benzine,20221124.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1O,Benzine,20221228.0
MERCEDES-BENZ,ZZAM050C,Benzine,20220815.0
OPEL,ZKXZ-X0C000,Benzine,20220819.0
BMW,0AC50700,Benzine,20221124.0
BMW,0AC50000,Benzine,20230203.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20210428.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20220919.0
BMW,0AW5000S,Benzine,20221103.0
MERCEDES-BENZ,ZZAA050A,Benzine,20221107.0
OPEL,ZKXZ-X0A000,Benzine,20220512.0
AUDI,QE1QE1G1Z02RT51C220GAAEM1,Benzine,20220723.0
VOLKSWAGEN,L3125APE1MP002A55,Benzine,20250929.0
AUDI,QE1QE1G1Z02RT61C210GAAEM0,Benzine,20210303.0
OPEL,ZKXZ-40J000,Benzine,20221115.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20190603.0
MERCEDES-BENZ,2EDE0XX7XXXX,Benzine,20210312.0
BMW,0AW50700,Benzine,20221124.0
VOLKSWAGEN,A0O51AA,Benzine,20221215.0
MERCEDES-BENZ,ZZAA050A,Benzine,20220926.0
AUDI,,Benzine,20190508.0
AUDI,QE2QE2G1X01RT011B190GAAEM0FL,Benzine,20221230.0
AUDI,QE2QE2G1X01RT011B200GAAEM0FL,Benzine,20230102.0
AUDI,QE1QE1G1Z02RT51B200GAAEM1,Benzine,20221219.0
AUDI,QE1QE1G1Z02RT51B200GAAEM1,Benzine,20220901.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20221201.0
VOLKSWAGEN,C0M51AA,Benzine,20200916.0
OPEL,ZKXZ-40L000,Benzine,20221116.0
VOLKSWAGEN,OPE1MH0020M1BSA,Benzine,20220811.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20221025.0
MERCEDES-BENZ,ZZAA051B,Benzine,20221108.0
VOLKSWAGEN,D0M1ASA,Diesel,20211123.0
VOLKSWAGEN,OPE1MH0020M1BSA,Benzine,20220815.0
VOLKSWAGEN,C051AA,Benzine,20221013.0
AUDI,HE1HE1G1Z01RT021A210GAAEM1,Benzine,20221224.0
BMW,0AW50800,Benzine,20220722.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20220726.0
MERCEDES-BENZ,2EDE0XX7XXXX,Benzine,20210622.0
PORSCHE,1151000,Benzine,20220330.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,Benzine,20220728.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20230103.0
OPEL,ZKXZ-X0A000,Benzine,20220819.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20210208.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20221021.0
AUDI,QE1QE1G1Z01RT31A190GAAEM1,Benzine,20221212.0
MERCEDES-BENZ,ZZAC050E,Benzine,20221203.0
BMW,0AW50700,Benzine,20220812.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20220927.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20220923.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20221003.0
MERCEDES-BENZ,ZZAN050E,Benzine,20221205.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20220803.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20220311.0
BMW,0AW50700,Benzine,20221024.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20221108.0
VOLKSWAGEN,C051AA,Benzine,20221008.0
AUDI,QE1QE1G1Z02RT51B200GAAEM1,Benzine,20221116.0
BMW,0AB50000,Benzine,20221125.0
VOLKSWAGEN,C0M51AA,Benzine,20211110.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230110.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20221111.0
OPEL,ZKXZ-40J000,Benzine,20221111.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20221109.0
PORSCHE,1141000,Benzine,20221222.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0,Benzine,20221223.0
OPEL,ZKXZ-40L000,Benzine,20220908.0
OPEL,ZKXZ-X0C000,Benzine,20220930.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0,Benzine,20221001.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20221122.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20220728.0
BMW,0AW50700,Benzine,20220121.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,Benzine,20221024.0
AUDI,QE2QE2G1X01RT011B210GAAEM0FL,Benzine,20220912.0
MERCEDES-BENZ,ZZAL050C,Benzine,20221130.0
PORSCHE,1051000,Benzine,20221006.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20221119.0
OPEL,ZKXZ-40J000,Benzine,20221117.0
AUDI,QE1QE1G1Z02RT51C220GAAEM1,Benzine,20220902.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20220902.0
MERCEDES-BENZ,ZZAM050C,Benzine,20221112.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20221202.0
PORSCHE,1041000,Benzine,20220511.0
VOLKSWAGEN,D0M51AA,Diesel,20221019.0
MERCEDES-BENZ,ZZAAA71A,Benzine,20220916.0
BMW,0AW50000,Benzine,20220720.0
BMW,0AW50700,Benzine,20221128.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20220906.0
MERCEDES-BENZ,ZZAA050A,Benzine,20221017.0
PORSCHE,1150000,Benzine,20221202.0
MERCEDES-BENZ,2EDE0XX7XXXX,Benzine,20211018.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20201028.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20221122.0
BMW,0AW50700,Benzine,20221031.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20221117.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0M,Benzine,20210615.0
BMW,0AW50700,Benzine,20220210.0
PORSCHE,1151000,Benzine,20221025.0
AUDI,QE1QE1G1Z01RT31B200GAAEM1,Benzine,20221110.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0,Benzine,20221229.0
VOLKSWAGEN,BPE1MH0020O1ANA,Benzine,20220818.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20221017.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20221018.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,Benzine,20221122.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0,Benzine,20220622.0
VOLKSWAGEN,BPE1MH0020O1ANA,Benzine,20220902.0
BMW,0AW50700,Benzine,20221008.0
VOLKSWAGEN,OPE1MH0020M1ASA,Benzine,20221125.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20220404.0
OPEL,,Benzine,20211216.0
OPEL,ZKXZ-X0J000,Benzine,20221112.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250927.0
VOLKSWAGEN,FA1FA1CZ003E0GAON1ML01VR0,Benzine,20160414.0
BMW,0AW5000B,Benzine,20240226.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20221102.0
PORSCHE,1140000,Benzine,20221222.0
BMW,0AW5000S,Benzine,20220721.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20200702.0
VOLKSWAGEN,FA1FA1CZ003E0GAON1ML01VR0,Benzine,20161212.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0,Benzine,20220816.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,Benzine,20250218.0
OPEL,ZKXZ-40B000,Benzine,20220201.0
VOLKSWAGEN,DAE1G1Z010M1ASA,Diesel,20220903.0
VOLKSWAGEN,PPE1MP001SA,Benzine,20250930.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20220307.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230106.0
VOLKSWAGEN,C0O51BA,Benzine,20210504.0
VOLKSWAGEN,BPE1MH0020O1ASA,Benzine,20221007.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20210819.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20190924.0
VOLKSWAGEN,OPE1MH0020M1BSA,Benzine,20220818.0
AUDI,QE1QE1G1Z01RT11C220GABEM0U,Benzine,20201202.0
MERCEDES-BENZ,ZZAL050C,Benzine,20220914.0
PORSCHE,1141000,Benzine,20221021.0
VOLKSWAGEN,BPE1MH00201ANA,Benzine,20221124.0
VOLKSWAGEN,C0O51AA,Benzine,20220810.0
VOLKSWAGEN,C0O51BA,Benzine,20211214.0
OPEL,ZKXZ-X0J000,Benzine,20221114.0
AUDI,QE1QE1G1Z02RT51B200GAAEM1,Benzine,20221223.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20200319.0
MERCEDES-BENZ,ZZAL050B,Benzine,20221215.0
VOLKSWAGEN,OPE1MH0020M1BSA,Benzine,20220506.0
PORSCHE,1041000,Benzine,20220720.0
MERCEDES-BENZ,ZZAA050E,Benzine,20210609.0
BMW,0AW5000S,Benzine,20221005.0
AUDI,QE1QE1G1Z02RT61C220GAAEM1,Benzine,20221014.0
VOLKSWAGEN,OPE1MH0020M1ASA,Benzine,20221223.0
BMW,0AC50700,Benzine,20230106.0
MERCEDES-BENZ,ZZAM050B,Benzine,20220720.0
OPEL,ZKXZ-X0C000,Benzine,20220927.0
VOLKSWAGEN,C051AA,Benzine,20221126.0
MERCEDES-BENZ,ZZAA050B,Benzine,20221101.0
BMW,0AW50700,Benzine,20221115.0
VOLKSWAGEN,DPE1MH0020M1ASA,Diesel,20220516.0
VOLKSWAGEN,D0M1ASA,Diesel,20211025.0
MERCEDES-BENZ,ZZAAA51A,Benzine,20220715.0
OPEL,ZKXZ-P7800N,Benzine,20220729.0
MERCEDES-BENZ,ZZAR050E,Benzine,20221220.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20210105.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20220801.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,Benzine,20221019.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20221105.0
OPEL,ZKXZ-X0C000,Benzine,20220802.0
VOLKSWAGEN,D051AA,Diesel,20221027.0
MERCEDES-BENZ,2EDE0XX6XXXX,Benzine,20201210.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20220728.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0U,Benzine,20220125.0
VOLKSWAGEN,C0O51AA,Benzine,20221027.0
AUDI,QE1QE1G1Z02RT51B200GAAEM1,Benzine,20221122.0
VOLKSWAGEN,BPE1MH002SA,Benzine,20250927.0
MERCEDES-BENZ,3EDE0XX8XXLX,Benzine,20221221.0
OPEL,ZKXZ-X0A000,Benzine,20220722.0
AUDI,QE1QE1G1Z02RT51C210GAAEM1,Benzine,20220722.0
BMW,0AW5000S,Benzine,20221128.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20221108.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20220907.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,Benzine,20221017.0
VW,FA1FA1CZ003E0GAON1ML01VR0,Benzine,20160208.0
OPEL,ZKXZ-40L000,Benzine,20220924.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0,Benzine,20210115.0
AUDI,QE1QE1G1Z03RT021A200GAAEM0O,Benzine,20211022.0
MERCEDES-BENZ,ZZAR050E,Benzine,20221104.0
AUDI,QE1QE1G1Z02RT51C210GAAEM1,Benzine,20221117.0
VOLKSWAGEN,A051AA,Benzine,20221128.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20220721.0
VOLKSWAGEN,A0O51AA,Benzine,20210520.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20220730.0
OPEL,ZKXZ-40J000,Benzine,20220927.0
VOLKSWAGEN,C0M51AA,Benzine,20220627.0
AUDI,QE1QE1G1Z01RT31B200GAAEM1,Benzine,20221029.0
VOLKSWAGEN,C0O51AA,Benzine,20221014.0
OPEL,ZKXZ-X0L000,Benzine,20221001.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20220301.0
MERCEDES-BENZ,ZZAA050E,Benzine,20210421.0
MERCEDES-BENZ,2EDE0XX9XXXX,Benzine,20220909.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20220922.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20221001.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230105.0
MERCEDES-BENZ,ZZAC050A,Benzine,20190701.0
MERCEDES-BENZ,2EDE0XX6XXXX,Benzine,20221117.0
MERCEDES-BENZ,,Benzine,20221018.0
MERCEDES-BENZ,3EDF0XX8XXLX,Benzine,20221215.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,Benzine,20221114.0
MERCEDES-BENZ,ZZAA051B,Benzine,20221018.0
MERCEDES-BENZ,ZZAM050B,Benzine,20221118.0
VOLKSWAGEN,DAE1G1Z0101ASA,Diesel,20221124.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20220523.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20220419.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20220830.0
MERCEDES-BENZ,2EDE0XX6XXXX,Benzine,20221026.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20220602.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20220726.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20220809.0
AUDI,QE1QE1G1Z02RT51C220GAAEM1,Benzine,20221116.0
AUDI,QE2QE2G1X02RT061A200GAAEM0FL,Benzine,20250926.0
AUDI,QE1QE1G1Z02RT51C220GAAEM1,Benzine,20220610.0
MERCEDES-BENZ,ZZAR050E,Benzine,20221028.0
AUDI,QE2QE2G1X01RT021B200GAAEM0FS,Benzine,20230105.0
VOLKSWAGEN,C0M51AA,Benzine,20220908.0
MERCEDES-BENZ,ZZAM050C,Benzine,20221118.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20221124.0
AUDI,QE1QE1G1Z03RT021A190GAAEM0,Benzine,20221228.0
MERCEDES-BENZ,ZZAA052A,Benzine,20250930.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20220930.0
MERCEDES-BENZ,ZZAA050A,Benzine,20221110.0
BMW,0AW50000,Benzine,20220125.0
OPEL,ZKXZ-40C000,Benzine,20220723.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20220922.0
MERCEDES-BENZ,ZZAR050E,Benzine,20221119.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20220823.0
BMW,0AW50700,Benzine,20220927.0
MERCEDES-BENZ,ZZAA050A,Benzine,20221021.0
VOLKSWAGEN,,Benzine,20211013.0
BMW,0AW5000S,Benzine,20220922.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20221115.0
MERCEDES-BENZ,ZZAL050C,Benzine,20211007.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20210113.0
MERCEDES-BENZ,ZZAL050B,Benzine,20220901.0
MERCEDES-BENZ,ZZAM050B,Benzine,20221105.0
AUDI,QE1QE1G1Z01RT31C220GABEM0U,Benzine,20201009.0
VOLKSWAGEN,OPE1MH0020M1ASA,Benzine,20220816.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20221019.0
AUDI,QE1QE1G1Z01RT31B200GAAEM1,Benzine,20221103.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,Benzine,20221119.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20221102.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,Benzine,20220113.0
MERCEDES-BENZ,ZZAA050B,Benzine,20220908.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20221223.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0,Benzine,20230105.0
MERCEDES-BENZ,ZZAAA51A,Benzine,20221018.0
MERCEDES-BENZ,ZZAL054B,Benzine,20221104.0
OPEL,ZKXZ-X0J000,Benzine,20221128.0
MERCEDES-BENZ,ZZAA050B,Benzine,20221114.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20220817.0
AUDI,QE1QE1G1Z02RT51C220GAAEM1,Benzine,20220930.0
MERCEDES-BENZ,ZZAM052B,Benzine,20221019.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20221210.0
BMW,0AB50000,Benzine,20221214.0
OPEL,ZKXZ-40L000,Benzine,20221206.0
MERCEDES-BENZ,ZZAAA70B,Benzine,20220825.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20221019.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20221116.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20221101.0
MERCEDES-BENZ,ZZAA050A,Benzine,20220912.0
BMW,0AW5000S,Benzine,20220909.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20221017.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0,Benzine,20221107.0
PORSCHE,1040000,Benzine,20220815.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20200918.0
VOLKSWAGEN,C0O51AA,Benzine,20210616.0
BMW,0AW5000A,Benzine,20220427.0
PORSCHE,1141000,Benzine,20221205.0
VOLKSWAGEN,D0M51AA,Diesel,20220728.0
MERCEDES-BENZ,ZZAM050C,Benzine,20221201.0
BMW,0AW50000,Benzine,20221023.0
OPEL,ZKXZ-40L000,Benzine,20220727.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20221021.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20221105.0
VOLKSWAGEN,C0O51AA,Benzine,20221109.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20221214.0
AUDI,QE1QE1G1Z02RT61C220GAAEM1,Benzine,20220225.0
VOLKSWAGEN,C0O51BA,Benzine,20210419.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20221228.0
MERCEDES-BENZ,ZZAAA50B,Benzine,20211119.0
MERCEDES-BENZ,ZZAM052B,Benzine,20230204.0
AUDI,QE1QE1G1Z01RT11C220GABEM1,Benzine,20221227.0
BMW,0AW50800,Benzine,20220728.0
AUDI,QE1QE1G1Z01RT31A190GAAEM1,Benzine,20220829.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20221124.0
BMW,0AA50000,Benzine,20221222.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,Benzine,20220810.0
OPEL,ZKXZ-P7800L,Benzine,20220926.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1O,Benzine,20220426.0
OPEL,ZKXZ-X0J000,Benzine,20221126.0
VOLKSWAGEN,BPE1MH0020M1ANA,Benzine,20220720.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20200414.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0,Benzine,20220902.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0,Benzine,20221003.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20220901.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20220530.0
BMW I,0A040000,Elektrisch,20160822.0
AUDI,QE1QE1G1Z02RT61C210GAAEM1,Benzine,20220727.0
OPEL,,Benzine,20210226.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230109.0
OPEL,ZKXZ-40J000,Benzine,20220730.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20221125.0
MERCEDES-BENZ,2EDE0XX7XXXX,Benzine,20210816.0
BMW,0AA50900,Benzine,20221215.0
MERCEDES-BENZ,2EDF0XX7XXLX,Benzine,20220812.0
OPEL,ZKXZ-X0A000,Benzine,20210316.0
AUDI,HE1HE1G1Z02RT061B210GAAEM0FLS,Benzine,20250929.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20220802.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20220725.0
MERCEDES-BENZ,2EDF0XX7XXLX,Benzine,20220727.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20221217.0
MERCEDES-BENZ,2EDE0XX8XXXX,Benzine,20220913.0
OPEL,ZKXZ-X0L000,Benzine,20221203.0
MERCEDES-BENZ,ZZAA050A,Benzine,20221025.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20220805.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0O,Benzine,20210827.0
BMW,0AW50000,Benzine,20220216.0
VOLKSWAGEN,D0M1ASA,Diesel,20210930.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20220727.0
BMW,0AW5000S,Benzine,20220927.0
MERCEDES-BENZ,ZZAA050A,Benzine,20220512.0
VOLKSWAGEN,C0M51BA,Benzine,20220708.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20220322.0
MERCEDES-BENZ,ZZAA050A,Benzine,20221019.0
BMW,0AW5000S,Benzine,20220926.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0,Benzine,20210211.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20221105.0
VOLKSWAGEN,DAE1G1Z0101ASA,Diesel,20221108.0
MERCEDES-BENZ,2EDE0XX8XXXX,Benzine,20230825.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20221224.0
PORSCHE,1151000,Benzine,20220505.0
MERCEDES-BENZ,2EDE0XX8XXXX,Benzine,20230602.0
MERCEDES-BENZ,3EDF0XX8XXLX,Benzine,20221223.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20221230.0
OPEL,ZKXZ-40L000,Benzine,20220909.0
MERCEDES-BENZ,2EDE0XX8XXXX,Benzine,20230322.0
VOLKSWAGEN,DAE1G1Z010O1ASA,Diesel,20220721.0
MERCEDES-BENZ,3EDE0XX8XXXX,Benzine,20221014.0
MERCEDES-BENZ,2EDE0XX8XXXX,Benzine,20230905.0
VOLKSWAGEN,OPE1MH0020M1BSA,Benzine,20221228.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20220722.0
AUDI,QE1QE1G1Z01RT31B200GAAEM1,Benzine,20220930.0
OPEL,ZKXZ-X0C000,Benzine,20220811.0
AUDI,QE1QE1G1Z02RT51C220GAAEM1,Benzine,20220803.0
AUDI,QE1QE1G1Z02RT51C210GAAEM0,Benzine,20211002.0
MERCEDES-BENZ,ZZAL052B,Benzine,20220831.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0,Benzine,20220823.0
AUDI,HE1HE1G1Z01RT021B190GAAEM1O,Benzine,20211216.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1O,Benzine,20211109.0
VOLKSWAGEN,,Benzine,20150507.0
AUDI,HE1HE1G1Z02RT011A200GAAEM0FSC,Benzine,20250929.0
VW,C0O51AA,Benzine,20210217.0
AUDI,QE2QE2G1X01RT011B190GAAEM0FS,Benzine,20221118.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20170118.0
PORSCHE,1041000,Benzine,20210325.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20220809.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20220905.0
OPEL,ZKXZ-40L000,Benzine,20220912.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0O,Benzine,20210826.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20230316.0
VOLKSWAGEN,OPE1MH0020M1ASA,Benzine,20221011.0
MERCEDES-BENZ,ZZAM052B,Benzine,20220728.0
OPEL,ZKXZ-M7700L,Benzine,20220113.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20200326.0
MERCEDES-BENZ,ZZAL05VA,Benzine,20220221.0
VOLKSWAGEN,DAE1G1Z010O1ASA,Diesel,20220830.0
MERCEDES-BENZ,ZZAL050A,Benzine,20221129.0
PORSCHE,1151000,Benzine,20220301.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20221118.0
VOLKSWAGEN,DAE1G1Z010M1ASA,Diesel,20230110.0
AUDI,HE1HE1G1Z01RT021A210GAAEM1M,Benzine,20221227.0
OPEL,ZKXZ-40L000,Benzine,20220813.0
AUDI,QE2QE2G1X02RT051A210GAAEM0FL,Benzine,20250930.0
VOLKSWAGEN,D0O41AA,Diesel,20211126.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20221125.0
BMW,0AW50000,Benzine,20230329.0
BMW,0AW5000S,Benzine,20221217.0
OPEL,ZKXZ-X0A000,Benzine,20220809.0
BMW,0AW5000S,Benzine,20221022.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20221227.0
