Merk,Uitvoering,Type,Datum eerste toelating
PORSCHE,1051000,Benzine,20211224.0
OPEL,ZKXZ-X0A000,Benzine,20210617.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230414.0
BMW,0AB50900,Benzine,20250523.0
BMW,0AB50000,Benzine,20250526.0
BMW,0AL5A00B,Benzine,20250526.0
OPEL,ZKXZ-X0A000,Benzine,20200921.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20250523.0
VOLKSWAGEN,,Benzine,20250520.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,Benzine,20250523.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1M,Benzine,20211230.0
BMW,0AW5000S,Benzine,20211115.0
OPEL,ZYAZ-E0D000,Benzine,20250428.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20200221.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20220323.0
AUDI,QE1QE1G1Z01RT31C210GABEM0U,Benzine,20201214.0
VOLKSWAGEN,DPE1MH0020O1ASA,Diesel,20211202.0
MERCEDES-BENZ,ZZAA051A,Benzine,20241121.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20211217.0
VOLKSWAGEN,DPE1MH0020O1ASA,Diesel,20211117.0
OPEL,ZKXZ-40B000,Benzine,20211224.0
MERCEDES-BENZ,ZZAA051A,Benzine,20250530.0
BMW,0AB50000,Benzine,20250521.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20250530.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,Benzine,20250521.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20250528.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20250603.0
OPEL,ZYAZ-E0D000,Benzine,20250523.0
OPEL,ZKWZ-G0V001,Benzine,20250521.0
BMW,0AA50000,Benzine,20250523.0
VOLKSWAGEN,DPE1MP001SA,Diesel,20250520.0
BMW,0AB50000,Benzine,20250528.0
MERCEDES-BENZ,ZZAM050A,Benzine,20250528.0
VOLKSWAGEN,DPE1MH002P0A,Diesel,20250523.0
VOLKSWAGEN,BPE1MH00200A,Benzine,20250528.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0M,Benzine,20211027.0
VOLKSWAGEN,OPE1MH0020M1ASA,Benzine,20211027.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,Benzine,20211214.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0O,Benzine,20211118.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0,Benzine,20230519.0
VOLKSWAGEN,OPE1MH0020M1ASA,Benzine,20211104.0
OPEL,ZKXZ-X0A000,Benzine,20211120.0
VOLKSWAGEN,C051AA,Benzine,20230523.0
MERCEDES-BENZ,ZZAA050A,Benzine,20211229.0
BMW,0AB50000,Benzine,20230407.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230525.0
BMW,0AW5000S,Benzine,20230422.0
BMW,0AW5000S,Benzine,20230411.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230526.0
MERCEDES-BENZ,ZZBCB50X,Benzine,20150529.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0,Benzine,20230407.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0M,Benzine,20211108.0
PORSCHE,2500000,Benzine,20250613.0
OPEL,ZKXZ-X0A000,Benzine,20211224.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20211227.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0M,Benzine,20211231.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,Benzine,20211229.0
BMW,0AW50000,Benzine,20210921.0
PORSCHE,2500000,Benzine,20250523.0
BMW,0AA50800,Benzine,20250522.0
VOLKSWAGEN,C0O51AA,Benzine,20201221.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230809.0
OPEL,ZKXZ-X0A000,Benzine,20200428.0
OPEL,ZKWZ-Y0R000,Benzine,20250616.0
OPEL,ZKUZ-37A0GN,Benzine,20250528.0
PORSCHE,2500000,Benzine,20250521.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20250522.0
MERCEDES-BENZ,ZZAM050A,Benzine,20250527.0
BMW,0AB50000,Benzine,20230413.0
AUDI,HE1HE1G1Z01RT021A190GAAEM0,Benzine,20230525.0
VOLKSWAGEN,L3125APE1MP002A55,Benzine,20250521.0
BMW,0AL5A000,Benzine,20250604.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,Benzine,20250522.0
BMW,0AH5A000,Benzine,20250530.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,Benzine,20250527.0
OPEL,ZKXZ-40C000,Benzine,20220613.0
OPEL,ZKXZ-40L000,Benzine,20230831.0
AUDI,QE2QE2G1X01RT011B210GAAEM0FL,Benzine,20221124.0
BMW I,0A240000,Elektrisch,20170201.0
OPEL,ZKXZ-Y0L000,Benzine,20250528.0
OPEL,ZKUZ-37B0GL,Benzine,20250527.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,Benzine,20250602.0
OPEL,ZKWZ-G0V001,Benzine,20250526.0
BMW,0AA50800,Benzine,20250519.0
MERCEDES-BENZ,,Benzine,20230420.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230321.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,Benzine,20250528.0
AUDI,QE1QE1G1Z08RT021A190GAAEM0,Benzine,20250523.0
MERCEDES-BENZ,ZZAM050B,Benzine,20250522.0
AUDI,QE1QE1G1Z08RT021A190GAAEM0,Benzine,20250604.0
VOLKSWAGEN,C051AA,Benzine,20230422.0
BMW,0AB50000,Benzine,20230509.0
BMW,0AW5000S,Benzine,20230428.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0O,Benzine,20210608.0
OPEL,ZKXZ-40L000,Benzine,20230426.0
BMW,0AB50000,Benzine,20230506.0
VOLKSWAGEN,C051AA,Benzine,20230509.0
BMW,0AC50000,Benzine,20230510.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20210707.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230415.0
VOLKSWAGEN,C0M51BA,Benzine,20201215.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20200304.0
PORSCHE,2500000,Benzine,20250524.0
VOLKSWAGEN,APE1MP001BA,Benzine,20250530.0
VOLKSWAGEN,PPE1MP001NA,Benzine,20250526.0
PORSCHE,2500000,Benzine,20250530.0
AUDI,HE1HE1G1Z02RT011A190GAAEM0FSC,Benzine,20250521.0
VOLKSWAGEN,RPE1MH002P0A,Benzine,20250530.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,Benzine,20250523.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20181213.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,Benzine,20250527.0
MERCEDES-BENZ,ZZAAA71A,Benzine,20250522.0
BMW,0AL50800,Benzine,20240701.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,Benzine,20250526.0
MERCEDES-BENZ,ZZAM05KA,Benzine,20240814.0
BMW,0AC50000,Benzine,20230329.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230510.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20221229.0
PORSCHE,2500000,Benzine,20250124.0
OPEL,ZKWZ-G0V001,Benzine,20250530.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,Benzine,20250603.0
OPEL,ZKXZ-Y0L000,Benzine,20250530.0
BMW,0AB50800,Benzine,20250523.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20220513.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230516.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230512.0
VOLKSWAGEN,BPE1MH00200A,Benzine,20250606.0
OPEL,ZKXZ-Y0L000,Benzine,20250522.0
BMW,0AB50000,Benzine,20250701.0
OPEL,ZKUZ-37B0GL,Benzine,20250530.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250523.0
VOLKSWAGEN,BPE1MH00200A,Benzine,20250530.0
BMW I,0AW40000,Elektrisch,20220317.0
BMW I,0AW40000,Elektrisch,20220919.0
AUDI,HE1HE1G1Z02RT011A190GAAEM0FLS,Benzine,20250530.0
AUDI,HE1HE1G1Z02RT011A190GAAEM0FLS,Benzine,20250606.0
VOLKSWAGEN,DPE1MH002P0A,Diesel,20250611.0
BMW,0AL5A000,Benzine,20250526.0
AUDI,QE2QE2G1X01RT021B210GAAEM0FL,Benzine,20230301.0
VOLKSWAGEN,DPE1MP001SA,Diesel,20250603.0
VOLKSWAGEN,BPE1MH00200A,Benzine,20250523.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,Benzine,20250612.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20250523.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,Benzine,20250612.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250617.0
BMW,0AB50000,Benzine,20250603.0
MERCEDES-BENZ,ZZAM050B,Benzine,20230628.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,Benzine,20250603.0
PORSCHE,1050000,Benzine,20210126.0
MERCEDES-BENZ,ZZAA050A,Benzine,20220216.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,Benzine,20250523.0
AUDI,QE1QE1G1Z05RT021B210GAAEM0FLC,Benzine,20250523.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20221118.0
BMW,0AD5A80D,Benzine,20250319.0
BMW,0AB50000,Benzine,20250530.0
BMW,0AH50000,Benzine,20250611.0
BMW,0AA50800,Benzine,20250530.0
BMW,0AC50000,Benzine,20230330.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230407.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20230323.0
MERCEDES-BENZ,ZZAA050B,Benzine,20230428.0
AUDI,QE1QE1G1Z03RT011A190GAAEM0M,Benzine,20211015.0
BMW,0AW5000S,Benzine,20230404.0
AUDI,HE1HE1G1Z01RT021A210GAAEM1,Benzine,20230306.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20230509.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20221229.0
VOLKSWAGEN,N3000DNA1AE55,Benzine,20230519.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20190425.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230420.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230825.0
VOLKSWAGEN,C0O51AA,Benzine,20201125.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230330.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230413.0
VOLKSWAGEN,C051AA,Benzine,20230415.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230503.0
VOLKSWAGEN,C051AA,Benzine,20230515.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230517.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230313.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230525.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0,Benzine,20230316.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20200415.0
BMW I,0AW4000S,Elektrisch,20211029.0
OPEL,ZKXZ-X0A000,Benzine,20220609.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230406.0
OPEL,ZKXZ-X0A000,Benzine,20200228.0
MERCEDES-BENZ,ZZAM052B,Benzine,20230202.0
BMW I,0A040000,Elektrisch,20160107.0
AUDI,HE1HE1G1Z01RT021A210GAAEM0,Benzine,20220902.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230404.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230526.0
VOLKSWAGEN,N3000DNA1AE55,Benzine,20230510.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230419.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1,Benzine,20230407.0
BMW,0AW50000,Benzine,20230314.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,Benzine,20230414.0
BMW,0AW5000S,Benzine,20230502.0
OPEL,ZKXZ-X0L000,Benzine,20221230.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230303.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20200829.0
VOLKSWAGEN,C0O51AA,Benzine,20201015.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230302.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230526.0
VOLKSWAGEN,C0O51AA,Benzine,20201027.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0,Benzine,20170516.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230224.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20230317.0
VOLKSWAGEN,C051AA,Benzine,20230317.0
VOLKSWAGEN,C0O51AA,Benzine,20201007.0
VOLKSWAGEN,C051AA,Benzine,20230426.0
OPEL,ZKXZ-X0A000,Benzine,20200930.0
OPEL,ZKWZ-Y0L000,Benzine,20250729.0
VOLKSWAGEN,C0M51AA,Benzine,20201105.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20230313.0
OPEL,ZKXZ-X0L000,Benzine,20230311.0
BMW I,0A140000,Elektrisch,20170524.0
BMW,0AC50000,Benzine,20230530.0
OPEL,ZKXZ-40B000,Benzine,20220411.0
PORSCHE,1141000,Benzine,20230407.0
VOLKSWAGEN,C0O51AA,Benzine,20201113.0
VOLKSWAGEN,C051AA,Benzine,20230316.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20200316.0
VOLKSWAGEN,C0O51BA,Benzine,20201222.0
BMW,0AB50000,Benzine,20230420.0
VOLKSWAGEN,C0O51AA,Benzine,20201028.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0U,Benzine,20201130.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20190128.0
VOLKSWAGEN,C0O51AA,Benzine,20201103.0
PORSCHE,1151000,Benzine,20230331.0
VOLKSWAGEN,N3000DNA1AE55,Benzine,20230120.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20221209.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20230330.0
VOLKSWAGEN,A051AA,Benzine,20221231.0
PORSCHE,1151000,Benzine,20230120.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20230509.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20230310.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,Benzine,20230412.0
OPEL,ZKXZ-40B000,Benzine,20220120.0
BMW I,0AW40000,Elektrisch,20191209.0
AUDI,HE1HE1G1Z01RT021A210GAAEM1,Benzine,20221228.0
VOLKSWAGEN,C0O51AA,Benzine,20201111.0
VOLKSWAGEN,C051AA,Benzine,20230605.0
OPEL,ZKXZ-X0A000,Benzine,20200929.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW,Elektrisch,20140526.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20221228.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20200801.0
AUDI,,Benzine,20181213.0
VOLKSWAGEN,C0O51AA,Benzine,20201104.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230328.0
VOLKSWAGEN,C0O51AA,Benzine,20201029.0
MERCEDES-BENZ,ZZAA050A,Benzine,20230210.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20230524.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20230222.0
MERCEDES-BENZ,ZZAL050B,Benzine,20220502.0
BMW,0AC50000,Benzine,20230421.0
BMW,0AB50000,Benzine,20230405.0
OPEL,ZKXZ-X0J000,Benzine,20230530.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20230511.0
BMW I,0AW40000,Elektrisch,20211228.0
OPEL,ZKXZ-40L000,Benzine,20230303.0
OPEL,ZKXZ-X0L000,Benzine,20230420.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230512.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20200713.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20221228.0
BMW,0AW5000S,Benzine,20230310.0
BMW,0AB50000,Benzine,20221230.0
BMW,0AC50000,Benzine,20230310.0
VOLKSWAGEN,C0O51AA,Benzine,20201017.0
OPEL,ZKXZ-40J000,Benzine,20230424.0
VOLKSWAGEN,C051AA,Benzine,20230323.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20230526.0
VOLKSWAGEN,C0M51AA,Benzine,20201217.0
VOLKSWAGEN,C0O51AA,Benzine,20201005.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,Benzine,20230523.0
VOLKSWAGEN,C051AA,Benzine,20230428.0
PORSCHE,1140000,Benzine,20230428.0
OPEL,ZKXZ-40B000,Benzine,20210611.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20200724.0
OPEL,ZKXZ-X0A000,Benzine,20201028.0
OPEL,ZKXZ-X0A000,Benzine,20201030.0
VOLKSWAGEN,C051AA,Benzine,20230501.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230523.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230519.0
VOLKSWAGEN,C0O51AA,Benzine,20201013.0
VOLKSWAGEN,C0O51AA,Benzine,20201109.0
VOLKSWAGEN,C0O51AA,Benzine,20201227.0
OPEL,ZKXZ-40J000,Benzine,20230512.0
BMW,0AW5000S,Benzine,20230103.0
VOLKSWAGEN,C0O51AA,Benzine,20201003.0
VOLKSWAGEN,C0O51AA,Benzine,20201218.0
VOLKSWAGEN,C0O51AA,Benzine,20201006.0
VOLKSWAGEN,C0O51AA,Benzine,20201020.0
OPEL,A1EA5AA1,Benzine,20200117.0
OPEL,ZKXZ-X0A000,Benzine,20200731.0
VOLKSWAGEN,C0O51AA,Benzine,20201106.0
VOLKSWAGEN,C0O51AA,Benzine,20201208.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,Benzine,20250905.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,Benzine,20221228.0
BMW,0AW50000,Benzine,20210713.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230502.0
OPEL,ZKWZ-Y0R000,Benzine,20250730.0
OPEL,ZKXZ-X0L000,Benzine,20230413.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20201012.0
OPEL,ZKXZ-X0L000,Benzine,20230428.0
BMW,0AB50000,Benzine,20230429.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0O,Benzine,20210517.0
VOLKSWAGEN,C0O51AA,Benzine,20201008.0
VOLKSWAGEN,C0O51AA,Benzine,20200929.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,Benzine,20201021.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200326.0
VOLKSWAGEN,C0O51AA,Benzine,20200921.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,Benzine,20201002.0
OPEL,ZKXZ-X0A000,Benzine,20201026.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20200925.0
VOLKSWAGEN,C0O51AA,Benzine,20201120.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200821.0
VOLKSWAGEN,C0O51AA,Benzine,20201002.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1M,Benzine,20220525.0
OPEL,ZKXZ-X0C000,Benzine,20220322.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,Benzine,20220610.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,Benzine,20200918.0
BMW,0AW5000S,Benzine,20220516.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0M,Benzine,20220120.0
AUDI,QE1QE1G1Z01RT11C210GABEM0U,Benzine,20201028.0
VOLKSWAGEN,D0O1ASA,Diesel,20201223.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20220506.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,Benzine,20220603.0
BMW,0AW50700,Benzine,20220516.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20200227.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20210908.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20220516.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20190627.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0O,Benzine,20220317.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1M,Benzine,20220318.0
BMW,0AW5000S,Benzine,20220307.0
BMW,0AW50000,Benzine,20220630.0
OPEL,ZKXZ-X0A000,Benzine,20200730.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20210419.0
BMW,0AW5000S,Benzine,20220311.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200828.0
OPEL,ZKXZ-X0C000,Benzine,20220413.0
BMW,0AW5000S,Benzine,20220602.0
VOLKSWAGEN,C0O51AA,Benzine,20201203.0
VOLKSWAGEN,C0O51AA,Benzine,20220824.0
MERCEDES-BENZ,ZZAA050A,Benzine,20201008.0
BMW,0AW5000S,Benzine,20220608.0
BMW I,0AW4000S,Elektrisch,20220307.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20200222.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1M,Benzine,20220211.0
AUDI,QE1QE1G1Z03RT011A190GAAEM0O,Benzine,20220618.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20220531.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,Benzine,20220608.0
VW,D0O51AA,Diesel,20210601.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,Benzine,20220330.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20220603.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,Benzine,20210719.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20200921.0
VOLKSWAGEN,DAE1G1Z010M1ASA,Diesel,20220415.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200728.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20220523.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,Benzine,20220630.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200917.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20210713.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,Benzine,20220607.0
OPEL,ZKXZ-X0C000,Benzine,20220630.0
BMW,0AW50000,Benzine,20220628.0
VOLKSWAGEN,C0O51AA,Benzine,20220517.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20200706.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,Benzine,20201016.0
VOLKSWAGEN,C0O51AA,Benzine,20220217.0
VOLKSWAGEN,C0O51AA,Benzine,20200916.0
VOLKSWAGEN,C0M51AA,Benzine,20220301.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1M,Benzine,20220330.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20190213.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20220511.0
MERCEDES-BENZ,ZZAA050A,Benzine,20201026.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,Benzine,20241204.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1M,Benzine,20220627.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,Benzine,20220218.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20241115.0
BMW,0AW50000,Benzine,20220308.0
MERCEDES-BENZ,ZZAA050B,Benzine,20220527.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,Benzine,20220316.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0M,Benzine,20210630.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20220513.0
VOLKSWAGEN,C0O51AA,Benzine,20200919.0
AUDI,QE1QE1G1Z01RT11B200GAAEM00,Benzine,20241116.0
VOLKSWAGEN,C0O51AA,Benzine,20201105.0
VOLKSWAGEN,C0M51AA,Benzine,20220609.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1M,Benzine,20220308.0
VOLKSWAGEN,,Benzine,20190611.0
VOLKSWAGEN,DAE1G1Z010M1ASA,Diesel,20210928.0
BMW,0AW50000,Benzine,20220620.0
VOLKSWAGEN,C0O51AA,Benzine,20201116.0
MERCEDES-BENZ,ZZAA050A,Benzine,20220301.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20210628.0
BMW,0AW5000S,Benzine,20220520.0
VOLKSWAGEN,C0O51AA,Benzine,20210804.0
VOLKSWAGEN,C0O51AA,Benzine,20201023.0
AUDI,HE1HE1G1Z01RT021A200GAAEM0,Benzine,20220719.0
AUDI,HE1HE1G1Z01RT021A200GAAEM0O,Benzine,20220711.0
MERCEDES-BENZ,3EDE0XX9XXXX,Benzine,20220228.0
BMW I,0AW40000,Elektrisch,20210531.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20201012.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1M,Benzine,20220329.0
OPEL,ZKXZ-40C000,Benzine,20220627.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20211222.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0M,Benzine,20220211.0
MERCEDES-BENZ,,Benzine,20220614.0
MERCEDES-BENZ,ZZAA050E,Benzine,20210728.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20220519.0
AUDI,QE2QE2G1X01RT011B200GAAEM0FL,Benzine,20210707.0
BMW,0AW5000S,Benzine,20220324.0
VOLKSWAGEN,D0M1BSA,Diesel,20211216.0
AUDI,,Benzine,20210427.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1M,Benzine,20220423.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,Benzine,20220613.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,Benzine,20220504.0
BMW,0AW50000,Benzine,20220510.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20220217.0
OPEL,ZKXZ-X0A000,Benzine,20210531.0
VOLKSWAGEN,C0M51AA,Benzine,20201222.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1M,Benzine,20220430.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20220701.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20210629.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1,Benzine,20220713.0
VOLKSWAGEN,D0M51AA,Diesel,20220221.0
BMW,0AW50000,Benzine,20220610.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N,Benzine,20180404.0
OPEL,ZKXZ-X0A000,Benzine,20210512.0
MERCEDES-BENZ,ZZAA050B,Benzine,20220520.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0O,Benzine,20220622.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1M,Benzine,20220324.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,Benzine,20220705.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,Benzine,20220610.0
VOLKSWAGEN,D0M1ASA,Diesel,20201228.0
