Merk,Uitvoering,Datum eerste toelating
MERCEDES-BENZ,ZZAA050B,20230322.0
BMW,0AW5000S,20230407.0
VOLKSWAGEN,C0O51AA,20211230.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0,20230127.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1M,20220512.0
BMW,0AC50000,20230429.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0O,20211103.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20230227.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20230323.0
BMW,0AW5000S,20211217.0
BMW,0AW5000S,20211228.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,20230320.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,20211229.0
AUDI,QE2QE2G1X01RT011B200GAAEM0FS,20211230.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,20211231.0
AUDI,HE1HE1G1Z02RT011A200GAAEM0FSC,20250516.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0M,20211124.0
VOLKSWAGEN,C0O51AA,20210923.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0O,20211029.0
OPEL,ZKXZ-40B000,20210930.0
VOLKSWAGEN,OPE1MH00201ASA,20230429.0
BMW I,0AW40000,20190628.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1O,20211203.0
VOLKSWAGEN,DPE1MH0020O1ASA,20210922.0
MERCEDES-BENZ,ZZAM070B,20250523.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1M,20211008.0
VOLKSWAGEN,C051AA,20230506.0
AUDI,HE1HE1G1Z02RT011A200GAAEM0FSC,20250516.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,20211229.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0M,20211112.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0M,20210908.0
VOLKSWAGEN,DPE1MH0020M1ASA,20211222.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20230403.0
AUDI,HE1HE1G1Z02RT051B200GAAEM0FLC,20250519.0
BMW,0AC50700,20230301.0
AUDI,HE1HE1G1Z02RT011A200GAAEM0FSC,20250522.0
BMW,0AW50000,20220103.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250523.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20250516.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250526.0
AUDI,QE2QE2G1X01RT021B200GAAEM0FL,20230127.0
OPEL,ZKXZ-X0C000,20211230.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191228.0
OPEL,ZKXZ-X0A000,20200820.0
MERCEDES-BENZ,ZZAL050C,20220104.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,20190618.0
VOLKSWAGEN,OPE1MH0020M1ASA,20211202.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,20230125.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1O,20211227.0
VOLKSWAGEN,OPE1MH00201ASA,20230428.0
BMW,0AW50000,20211130.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0O,20210618.0
BMW,0AW5000S,20210426.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1O,20211229.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20230217.0
VOLKSWAGEN,BPE1MH00200A,20250905.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0M,20211015.0
VOLKSWAGEN,A0O51AA,20211213.0
MERCEDES-BENZ,ZZAAA50A,20220720.0
PORSCHE,1051000,20211224.0
OPEL,ZKXZ-X0A000,20210617.0
VOLKSWAGEN,OPE1MH00201ASA,20230414.0
BMW,0AL5A000,20250524.0
BMW,0AB50900,20250523.0
BMW,0AB50000,20250526.0
BMW,0AL5A00B,20250526.0
OPEL,ZKXZ-X0A000,20200921.0
MERCEDES-BENZ,ZZAAA52A,20250523.0
VOLKSWAGEN,,20250520.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,20250523.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1M,20211230.0
BMW,0AW5000S,20211115.0
OPEL,A1EA5AA1,20200131.0
OPEL,ZYAZ-E0D000,20250428.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200221.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,20220323.0
AUDI,QE1QE1G1Z01RT31C210GABEM0U,20201214.0
VOLKSWAGEN,DPE1MH0020O1ASA,20211202.0
MERCEDES-BENZ,ZZAA051A,20241121.0
PORSCHE,2500000,20250516.0
VOLKSWAGEN,OPE1MH0020O1ASA,20211217.0
VOLKSWAGEN,DPE1MH0020O1ASA,20211117.0
OPEL,ZKXZ-40B000,20211224.0
MERCEDES-BENZ,ZZAA051A,20250530.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250521.0
BMW,0AB50000,20250521.0
MERCEDES-BENZ,ZZAAA52A,20250530.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,20250521.0
MERCEDES-BENZ,ZZAAA52A,20250530.0
MERCEDES-BENZ,ZZAAA52A,20250528.0
VOLKSWAGEN,RPE1MH002P0A,20250516.0
BMW,0AB50000,20250521.0
MERCEDES-BENZ,ZZAAA50A,20250603.0
OPEL,ZYAZ-E0D000,20250523.0
OPEL,ZKWZ-G0V001,20250521.0
BMW,0AA50000,20250523.0
VOLKSWAGEN,DPE1MP001SA,20250520.0
BMW,0AB50000,20250528.0
MERCEDES-BENZ,ZZAM050A,20250528.0
VOLKSWAGEN,DPE1MH002P0A,20250523.0
VOLKSWAGEN,BPE1MH00200A,20250528.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0M,20211027.0
VOLKSWAGEN,OPE1MH0020M1ASA,20211027.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,20211214.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0O,20211118.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0,20230519.0
VOLKSWAGEN,OPE1MH0020M1ASA,20211104.0
OPEL,ZKXZ-X0A000,20211120.0
VOLKSWAGEN,C051AA,20230523.0
MERCEDES-BENZ,ZZAA050A,20211229.0
BMW,0AB50000,20230407.0
VOLKSWAGEN,OPE1MH00201ASA,20230525.0
BMW,0AW5000S,20230422.0
BMW,0AW5000S,20230411.0
VOLKSWAGEN,OPE1MH00201ASA,20230526.0
MERCEDES-BENZ,ZZBCB50X,20150529.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0,20230407.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0M,20211108.0
PORSCHE,2500000,20250613.0
OPEL,ZKXZ-X0A000,20211224.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,20211227.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0M,20211231.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,20211229.0
BMW,0AW50000,20210921.0
PORSCHE,2500000,20250523.0
BMW,0AA50800,20250522.0
VOLKSWAGEN,C0O51AA,20201221.0
MERCEDES-BENZ,ZZAAA53A,20230809.0
OPEL,ZKXZ-X0A000,20200428.0
MERCEDES-BENZ,ZZAAA50A,20250523.0
OPEL,ZKWZ-Y0R000,20250616.0
OPEL,ZKUZ-37A0GN,20250528.0
PORSCHE,2500000,20250521.0
MERCEDES-BENZ,ZZAAA50A,20250522.0
MERCEDES-BENZ,ZZAM050A,20250527.0
BMW,0AB50000,20230413.0
AUDI,HE1HE1G1Z01RT021A190GAAEM0,20230525.0
VOLKSWAGEN,L3125APE1MP002A55,20250521.0
BMW,0AL5A000,20250604.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20250522.0
BMW,0AH5A000,20250530.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250527.0
BMW,0AL5A000,20250524.0
OPEL,ZKXZ-40C000,20220613.0
OPEL,ZKXZ-40L000,20230831.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191231.0
AUDI,QE2QE2G1X01RT011B210GAAEM0FL,20221124.0
BMW I,0A240000,20170201.0
OPEL,ZKXZ-Y0L000,20250528.0
OPEL,ZKXZ-Y0L000,20250528.0
OPEL,ZKUZ-37B0GL,20250527.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,20250602.0
OPEL,ZKWZ-G0V001,20250526.0
BMW,0AA50800,20250519.0
MERCEDES-BENZ,,20230420.0
VOLKSWAGEN,OPE1MH00201ASA,20230321.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,20250521.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250521.0
PORSCHE,2500000,20250523.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250528.0
AUDI,QE1QE1G1Z08RT021A190GAAEM0,20250523.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250527.0
MERCEDES-BENZ,ZZAM050B,20250522.0
AUDI,QE1QE1G1Z08RT021A190GAAEM0,20250604.0
VOLKSWAGEN,C051AA,20230422.0
BMW,0AB50000,20230509.0
BMW,0AW5000S,20230428.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0O,20210608.0
OPEL,ZKXZ-40L000,20230426.0
BMW,0AB50000,20230506.0
VOLKSWAGEN,C051AA,20230509.0
BMW,0AC50000,20230510.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,20210707.0
VOLKSWAGEN,OPE1MH00201ASA,20230415.0
VOLKSWAGEN,C0M51BA,20201215.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200304.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250523.0
PORSCHE,2500000,20250524.0
VOLKSWAGEN,APE1MP001BA,20250530.0
VOLKSWAGEN,PPE1MP001NA,20250526.0
PORSCHE,2500000,20250524.0
PORSCHE,2500000,20250530.0
AUDI,HE1HE1G1Z02RT011A190GAAEM0FSC,20250521.0
VOLKSWAGEN,RPE1MH002P0A,20250530.0
PORSCHE,2500000,20250523.0
BMW,0AL5A00B,20250526.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250523.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20250523.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20181213.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20250527.0
MERCEDES-BENZ,ZZAAA71A,20250522.0
BMW,0AL50800,20240701.0
MERCEDES-BENZ,ZZAAA52A,20250530.0
MERCEDES-BENZ,ZZAAA52A,20250523.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,20250526.0
MERCEDES-BENZ,ZZAM05KA,20240814.0
VOLKSWAGEN,OPE1MH00201ASA,20230428.0
BMW,0AC50000,20230329.0
VOLKSWAGEN,OPE1MH00201ASA,20230510.0
VOLKSWAGEN,OPE1MH00201ASA,20221229.0
PORSCHE,2500000,20250124.0
OPEL,ZKWZ-G0V001,20250530.0
MERCEDES-BENZ,ZZAAA52A,20250530.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250603.0
OPEL,ZKWZ-G0V001,20250530.0
OPEL,ZKXZ-Y0L000,20250530.0
OPEL,ZKWZ-G0V001,20250530.0
BMW,0AB50800,20250523.0
OPEL,ZKWZ-G0V001,20250530.0
OPEL,ZKWZ-G0V001,20250530.0
OPEL,ZKWZ-G0V001,20250530.0
OPEL,ZKWZ-G0V001,20250530.0
BMW,0AB50000,20230407.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,20220513.0
VOLKSWAGEN,OPE1MH00201ASA,20230516.0
VOLKSWAGEN,OPE1MH00201ASA,20230512.0
VOLKSWAGEN,OPE1MH00201ASA,20230512.0
OPEL,ZKWZ-G0V001,20250530.0
OPEL,ZKWZ-G0V001,20250530.0
VOLKSWAGEN,BPE1MH00200A,20250606.0
VOLKSWAGEN,BPE1MH00200A,20250606.0
OPEL,ZKWZ-G0V001,20250530.0
OPEL,ZKXZ-Y0L000,20250522.0
BMW,0AB50000,20250701.0
OPEL,ZKXZ-Y0L000,20250522.0
OPEL,ZKWZ-G0V001,20250530.0
OPEL,ZKUZ-37B0GL,20250530.0
VOLKSWAGEN,OPE1MP001SA,20250523.0
VOLKSWAGEN,BPE1MH00200A,20250530.0
BMW I,0AW40000,20220317.0
BMW I,0AW40000,20220919.0
AUDI,HE1HE1G1Z02RT011A190GAAEM0FLS,20250530.0
AUDI,HE1HE1G1Z02RT011A190GAAEM0FLS,20250606.0
VOLKSWAGEN,DPE1MH002P0A,20250611.0
BMW,0AL5A000,20250526.0
AUDI,QE2QE2G1X01RT021B210GAAEM0FL,20230301.0
VOLKSWAGEN,DPE1MP001SA,20250603.0
BMW,0AB50000,20250528.0
VOLKSWAGEN,BPE1MH00200A,20250523.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250612.0
MERCEDES-BENZ,ZZAAA70A,20250523.0
MERCEDES-BENZ,ZZAAA70A,20250523.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20250612.0
VOLKSWAGEN,OPE1MP001SA,20250617.0
BMW,0AB50000,20250603.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,20250523.0
MERCEDES-BENZ,ZZAM050B,20230628.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20250603.0
PORSCHE,1050000,20210126.0
MERCEDES-BENZ,ZZAA050A,20220216.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,20250523.0
AUDI,QE1QE1G1Z05RT021B210GAAEM0FLC,20250523.0
VOLKSWAGEN,OPE1MH00201ASA,20221118.0
BMW,0AD5A80D,20250319.0
BMW,0AB50000,20250530.0
BMW,0AH50000,20250611.0
BMW,0AB50800,20250523.0
BMW,0AA50800,20250530.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191228.0
BMW,0AC50000,20230330.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,20230407.0
MERCEDES-BENZ,ZZAAA74A,20230323.0
MERCEDES-BENZ,ZZAA050B,20230428.0
AUDI,QE1QE1G1Z03RT011A190GAAEM0M,20211015.0
BMW,0AW5000S,20230404.0
AUDI,HE1HE1G1Z01RT021A210GAAEM1,20230306.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,20230509.0
OPEL,A1EA5AA1,20200131.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,20221229.0
VOLKSWAGEN,N3000DNA1AE55,20230519.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190425.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200305.0
VOLKSWAGEN,OPE1MH00201ASA,20230510.0
BMW,0AW5000S,20230407.0
MERCEDES-BENZ,ZZAAA53A,20230420.0
VOLKSWAGEN,OPE1MH00201ASA,20230825.0
VOLKSWAGEN,C0O51AA,20201125.0
MERCEDES-BENZ,ZZAAA53A,20230330.0
VOLKSWAGEN,OPE1MH00201ASA,20230413.0
VOLKSWAGEN,C051AA,20230415.0
VOLKSWAGEN,OPE1MH00201ASA,20230503.0
VOLKSWAGEN,OPE1MH00201ASA,20230516.0
VOLKSWAGEN,C051AA,20230515.0
VOLKSWAGEN,OPE1MH00201ASA,20230517.0
VOLKSWAGEN,OPE1MH00201ASA,20230516.0
MERCEDES-BENZ,ZZAAA53A,20230313.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,20230525.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0,20230316.0
VOLKSWAGEN,OPE1MH00201ASA,20230428.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200415.0
BMW I,0AW4000S,20211029.0
OPEL,ZKXZ-X0A000,20220609.0
VOLKSWAGEN,OPE1MH00201ASA,20230406.0
OPEL,ZKXZ-X0A000,20200228.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,20230407.0
MERCEDES-BENZ,ZZAM052B,20230202.0
BMW I,0A040000,20160107.0
AUDI,HE1HE1G1Z01RT021A210GAAEM0,20220902.0
MERCEDES-BENZ,ZZAAA53A,20230404.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20230526.0
VOLKSWAGEN,N3000DNA1AE55,20230510.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20230419.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1,20230407.0
BMW,0AW50000,20230314.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,20230414.0
BMW,0AW5000S,20230502.0
OPEL,ZKXZ-X0L000,20221230.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20230303.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,20200829.0
VOLKSWAGEN,C0O51AA,20201015.0
VOLKSWAGEN,OPE1MH00201ASA,20230302.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,20230526.0
VOLKSWAGEN,C0O51AA,20201027.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0,20170516.0
VOLKSWAGEN,OPE1MH00201ASA,20230512.0
VOLKSWAGEN,OPE1MH00201ASA,20230512.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20230227.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20230224.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,20230317.0
VOLKSWAGEN,C051AA,20230317.0
VOLKSWAGEN,C0O51AA,20201007.0
VOLKSWAGEN,C051AA,20230426.0
OPEL,ZKXZ-X0A000,20200930.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191231.0
OPEL,ZKWZ-Y0L000,20250729.0
BMW I,0AW40000,20191231.0
VOLKSWAGEN,C0M51AA,20201105.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,20230313.0
OPEL,ZKXZ-X0L000,20230311.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,20230526.0
BMW I,0A140000,20170524.0
BMW,0AC50000,20230329.0
BMW,0AC50000,20230530.0
OPEL,ZKXZ-40B000,20220411.0
PORSCHE,1141000,20230407.0
VOLKSWAGEN,C0O51AA,20201113.0
VOLKSWAGEN,C051AA,20230316.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200316.0
VOLKSWAGEN,C0O51BA,20201222.0
BMW,0AB50000,20230420.0
VOLKSWAGEN,C0O51AA,20201027.0
VOLKSWAGEN,C0O51AA,20201028.0
VOLKSWAGEN,C0O51AA,20201027.0
VOLKSWAGEN,C0O51AA,20201028.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0U,20201130.0
VOLKSWAGEN,C0O51AA,20201028.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190128.0
VOLKSWAGEN,C0O51AA,20201103.0
PORSCHE,1151000,20230331.0
VOLKSWAGEN,N3000DNA1AE55,20230120.0
MERCEDES-BENZ,ZZAAA53A,20221209.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,20230330.0
VOLKSWAGEN,C0O51AA,20201028.0
VOLKSWAGEN,A051AA,20221231.0
PORSCHE,1151000,20230120.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,20230509.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20230310.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,20230412.0
OPEL,ZKXZ-40B000,20220120.0
BMW I,0AW40000,20191209.0
AUDI,HE1HE1G1Z01RT021A210GAAEM1,20221228.0
VOLKSWAGEN,C0O51AA,20201111.0
VOLKSWAGEN,C051AA,20230605.0
OPEL,ZKXZ-X0A000,20200929.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW,20140526.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20221228.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20200801.0
AUDI,,20181213.0
VOLKSWAGEN,C0O51AA,20201113.0
OPEL,ZKXZ-X0A000,20200930.0
VOLKSWAGEN,C0O51AA,20201104.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20230328.0
VOLKSWAGEN,OPE1MH00201ASA,20221229.0
VOLKSWAGEN,C0O51AA,20201029.0
MERCEDES-BENZ,ZZAA050A,20230210.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,20230524.0
VOLKSWAGEN,C0O51AA,20201104.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,20230222.0
MERCEDES-BENZ,ZZAL050B,20220502.0
VOLKSWAGEN,OPE1MH00201ASA,20221229.0
BMW,0AC50000,20230421.0
BMW,0AB50000,20230405.0
OPEL,ZKXZ-X0J000,20230530.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,20230511.0
BMW I,0AW40000,20211228.0
OPEL,ZKXZ-40L000,20230303.0
OPEL,ZKXZ-X0L000,20230420.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20230227.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,20230512.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200713.0
VOLKSWAGEN,OPE1MH00201ASA,20230413.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,20221228.0
BMW,0AW5000S,20230310.0
VOLKSWAGEN,C051AA,20230509.0
BMW,0AB50000,20221230.0
BMW,0AC50000,20230310.0
VOLKSWAGEN,C0O51AA,20201017.0
OPEL,ZKXZ-40J000,20230424.0
VOLKSWAGEN,C051AA,20230323.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,20230526.0
VOLKSWAGEN,C0M51AA,20201217.0
OPEL,ZKXZ-40L000,20230426.0
VOLKSWAGEN,C0O51AA,20201005.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,20230523.0
VOLKSWAGEN,C051AA,20230428.0
PORSCHE,1140000,20230428.0
OPEL,ZKXZ-40B000,20210611.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20200724.0
OPEL,ZKXZ-X0A000,20201028.0
OPEL,ZKXZ-X0A000,20201030.0
VOLKSWAGEN,C0O51AA,20201028.0
VOLKSWAGEN,C051AA,20230501.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20230227.0
VOLKSWAGEN,OPE1MH00201ASA,20230523.0
VOLKSWAGEN,OPE1MH00201ASA,20230519.0
VOLKSWAGEN,C0O51AA,20201028.0
VOLKSWAGEN,OPE1MH00201ASA,20230510.0
VOLKSWAGEN,C0O51AA,20201013.0
VOLKSWAGEN,C0O51AA,20201109.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191228.0
VOLKSWAGEN,C0O51AA,20201227.0
OPEL,ZKXZ-40J000,20230512.0
BMW,0AW5000S,20230103.0
VOLKSWAGEN,C0O51AA,20201003.0
VOLKSWAGEN,C0O51AA,20201218.0
VOLKSWAGEN,C0O51AA,20201006.0
VOLKSWAGEN,C0O51AA,20201020.0
VOLKSWAGEN,C0O51AA,20201109.0
OPEL,A1EA5AA1,20200117.0
OPEL,ZKXZ-X0A000,20200731.0
VOLKSWAGEN,C0O51AA,20201106.0
VOLKSWAGEN,C0O51AA,20201208.0
VOLKSWAGEN,C0O51AA,20201027.0
VOLKSWAGEN,C0O51AA,20201227.0
OPEL,ZKXZ-X0A000,20200731.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20250905.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,20221228.0
VOLKSWAGEN,OPE1MH00201ASA,20230503.0
BMW,0AW50000,20210713.0
VOLKSWAGEN,OPE1MH00201ASA,20230502.0
OPEL,ZKWZ-Y0R000,20250730.0
OPEL,ZKXZ-X0L000,20230413.0
VOLKSWAGEN,OPE1MH00201ASA,20230512.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20201012.0
OPEL,ZKXZ-X0L000,20230428.0
BMW,0AB50000,20230429.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0O,20210517.0
VOLKSWAGEN,C0O51AA,20201008.0
VOLKSWAGEN,C0O51AA,20200929.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201021.0
VOLKSWAGEN,C0O51AA,20200929.0
VOLKSWAGEN,C0O51AA,20201029.0
VOLKSWAGEN,C0O51AA,20201020.0
MERCEDES-BENZ,ZZAC050A,20200326.0
VOLKSWAGEN,C0O51AA,20200921.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201002.0
VOLKSWAGEN,C0O51AA,20201029.0
OPEL,ZKXZ-X0A000,20201026.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200925.0
VOLKSWAGEN,C0O51AA,20201120.0
VOLKSWAGEN,C0O51AA,20201120.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200821.0
VOLKSWAGEN,C0O51AA,20201002.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1M,20220525.0
OPEL,ZKXZ-X0C000,20220322.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,20220610.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191230.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20200918.0
BMW,0AW5000S,20220516.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0M,20220120.0
AUDI,QE1QE1G1Z01RT11C210GABEM0U,20201028.0
VOLKSWAGEN,D0O1ASA,20201223.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20220506.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,20220603.0
BMW,0AW50700,20220516.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20200227.0
MERCEDES-BENZ,ZZAAA50A,20210908.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20220516.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20220516.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,20190627.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20220516.0
VOLKSWAGEN,C0O51AA,20201015.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0O,20220317.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1M,20220318.0
BMW,0AW5000S,20220307.0
BMW,0AW50000,20220630.0
OPEL,ZKXZ-X0A000,20200730.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,20210419.0
BMW,0AW5000S,20220311.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200828.0
OPEL,ZKXZ-X0C000,20220413.0
BMW,0AW5000S,20220602.0
VOLKSWAGEN,C0O51AA,20201203.0
VOLKSWAGEN,C0O51AA,20220824.0
MERCEDES-BENZ,ZZAA050A,20201008.0
BMW,0AW5000S,20220608.0
BMW I,0AW4000S,20220307.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200222.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1M,20220211.0
AUDI,QE1QE1G1Z03RT011A190GAAEM0O,20220618.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20220531.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,20220608.0
VOLKSWAGEN,C0O51AA,20201027.0
VW,D0O51AA,20210601.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,20220330.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,20220603.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,20210719.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20200921.0
OPEL,ZKXZ-X0A000,20200929.0
VOLKSWAGEN,DAE1G1Z010M1ASA,20220415.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200728.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20220523.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,20220630.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200917.0
OPEL,ZKXZ-X0A000,20201030.0
MERCEDES-BENZ,ZZAAA50A,20210713.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,20220607.0
